RT,expName,currWordCategory,currWordNumber,currImageCategory,currImageNumber,pressedKeyNum,pressedKeyName,error,,,,Error rate
1.3525,Experiment4Metamer_ResponseGroup2.m,1,19,1,7,19,p,0,,,,
0.87526,Experiment4Metamer_ResponseGroup2.m,2,17,1,20,20,q,0,,,,
0.90357,Experiment4Metamer_ResponseGroup2.m,2,6,2,7,20,q,0,,,,
1.2198,Experiment4Metamer_ResponseGroup2.m,1,20,1,13,19,p,0,,,,
1.4689,Experiment4Metamer_ResponseGroup2.m,1,18,1,5,19,p,0,,,,
0.84382,Experiment4Metamer_ResponseGroup2.m,2,12,1,17,20,q,0,,,,
1.2976,Experiment4Metamer_ResponseGroup2.m,1,16,2,20,19,p,0,,,,
1.2429,Experiment4Metamer_ResponseGroup2.m,2,10,2,13,20,q,0,,,,
1.7045,Experiment4Metamer_ResponseGroup2.m,2,15,2,1,20,q,0,,,,
0.7574,Experiment4Metamer_ResponseGroup2.m,2,4,2,3,20,q,0,,,,
0.64817,Experiment4Metamer_ResponseGroup2.m,2,1,1,12,20,q,0,,,,
0.79315,Experiment4Metamer_ResponseGroup2.m,1,6,1,5,19,p,0,,,,
1.7596,Experiment4Metamer_ResponseGroup2.m,1,2,2,1,19,p,0,,,,
0.69556,Experiment4Metamer_ResponseGroup2.m,2,8,1,12,20,q,0,,,,
0.095949,Experiment4Metamer_ResponseGroup2.m,2,8,1,1,20,q,0,,,,
0.80814,Experiment4Metamer_ResponseGroup2.m,2,13,2,2,20,q,0,,,,
0.45481,Experiment4Metamer_ResponseGroup2.m,2,4,1,9,20,q,0,,,,
0.81937,Experiment4Metamer_ResponseGroup2.m,1,16,1,2,19,p,0,,,,
0.955,Experiment4Metamer_ResponseGroup2.m,1,4,2,9,19,p,0,,,,
0.72986,Experiment4Metamer_ResponseGroup2.m,2,2,1,18,20,q,0,,,,
0.77344,Experiment4Metamer_ResponseGroup2.m,2,8,2,4,20,q,0,,,,
1.3538,Experiment4Metamer_ResponseGroup2.m,2,8,2,5,20,q,0,,,,
0.84526,Experiment4Metamer_ResponseGroup2.m,1,11,1,10,19,p,0,,,,
0.6987,Experiment4Metamer_ResponseGroup2.m,2,5,2,6,20,q,0,,,,
0.74188,Experiment4Metamer_ResponseGroup2.m,1,5,2,14,19,p,0,,,,
0.91629,Experiment4Metamer_ResponseGroup2.m,1,3,1,18,19,p,0,,,,
0.932,Experiment4Metamer_ResponseGroup2.m,1,8,2,15,19,p,0,,,,
0.74669,Experiment4Metamer_ResponseGroup2.m,2,15,1,1,20,q,0,,,,
0.75951,Experiment4Metamer_ResponseGroup2.m,1,13,2,3,19,p,0,,,,
0.7883,Experiment4Metamer_ResponseGroup2.m,2,2,2,9,20,q,0,,,,
1.549,Experiment4Metamer_ResponseGroup2.m,2,18,2,16,20,q,0,,,,
0.67814,Experiment4Metamer_ResponseGroup2.m,1,18,1,4,19,p,0,,,,
0.88503,Experiment4Metamer_ResponseGroup2.m,1,13,1,19,19,p,0,,,,
1.4921,Experiment4Metamer_ResponseGroup2.m,1,1,2,18,19,p,0,,,,
0.95712,Experiment4Metamer_ResponseGroup2.m,1,8,2,4,19,p,0,,,,
0.85791,Experiment4Metamer_ResponseGroup2.m,1,5,1,6,19,p,0,,,,
0.97789,Experiment4Metamer_ResponseGroup2.m,2,18,1,18,20,q,0,,,,
0.70689,Experiment4Metamer_ResponseGroup2.m,1,13,2,3,19,p,0,,,,
0.67203,Experiment4Metamer_ResponseGroup2.m,1,13,1,11,19,p,0,,,,
0.86489,Experiment4Metamer_ResponseGroup2.m,2,9,2,13,20,q,0,,,,
0.75894,Experiment4Metamer_ResponseGroup2.m,1,10,2,9,19,p,0,,,,
1.0397,Experiment4Metamer_ResponseGroup2.m,1,13,2,6,19,p,0,,,,
0.68051,Experiment4Metamer_ResponseGroup2.m,2,19,1,13,20,q,0,,,,
0.65891,Experiment4Metamer_ResponseGroup2.m,1,3,2,6,19,p,0,,,,
0.64232,Experiment4Metamer_ResponseGroup2.m,1,19,1,3,19,p,0,,,,
0.76465,Experiment4Metamer_ResponseGroup2.m,2,9,2,20,20,q,0,,,,
0.69343,Experiment4Metamer_ResponseGroup2.m,2,10,1,9,20,q,0,,,,
0.79691,Experiment4Metamer_ResponseGroup2.m,2,15,1,4,20,q,0,,,,
0.819,Experiment4Metamer_ResponseGroup2.m,2,8,1,4,20,q,0,,,,
0.6138,Experiment4Metamer_ResponseGroup2.m,2,6,2,8,20,q,0,,,,
0.68766,Experiment4Metamer_ResponseGroup2.m,1,10,2,6,19,p,0,,,,
0.85677,Experiment4Metamer_ResponseGroup2.m,1,16,2,16,19,p,0,,,,
0.76155,Experiment4Metamer_ResponseGroup2.m,1,5,1,2,19,p,0,,,,
0.84037,Experiment4Metamer_ResponseGroup2.m,1,4,1,17,19,p,0,,,,
0.80373,Experiment4Metamer_ResponseGroup2.m,2,18,2,14,20,q,0,,,,
0.89261,Experiment4Metamer_ResponseGroup2.m,2,12,2,15,20,q,0,,,,
1.2205,Experiment4Metamer_ResponseGroup2.m,1,14,1,17,19,p,0,,,,
0.65087,Experiment4Metamer_ResponseGroup2.m,2,6,2,1,20,q,0,,,,
0.7328,Experiment4Metamer_ResponseGroup2.m,2,1,2,6,20,q,0,,,,
1.0099,Experiment4Metamer_ResponseGroup2.m,1,17,2,20,19,p,0,,,,
1.1475,Experiment4Metamer_ResponseGroup2.m,1,10,1,13,19,p,0,,,,
0.67884,Experiment4Metamer_ResponseGroup2.m,2,5,2,14,20,q,0,,,,
0.70313,Experiment4Metamer_ResponseGroup2.m,2,18,1,13,20,q,0,,,,
0.75302,Experiment4Metamer_ResponseGroup2.m,1,16,2,18,19,p,0,,,,
0.70083,Experiment4Metamer_ResponseGroup2.m,1,1,2,7,19,p,0,,,,
0.75905,Experiment4Metamer_ResponseGroup2.m,2,16,2,10,20,q,0,,,,
1.0764,Experiment4Metamer_ResponseGroup2.m,1,20,2,8,19,p,0,,,,
0.85366,Experiment4Metamer_ResponseGroup2.m,1,7,2,9,19,p,0,,,,
0.73186,Experiment4Metamer_ResponseGroup2.m,1,8,1,4,19,p,0,,,,
0.64538,Experiment4Metamer_ResponseGroup2.m,2,4,2,20,20,q,0,,,,
0.78698,Experiment4Metamer_ResponseGroup2.m,2,13,2,5,20,q,0,,,,
0.75504,Experiment4Metamer_ResponseGroup2.m,1,17,1,16,19,p,0,,,,
0.71666,Experiment4Metamer_ResponseGroup2.m,2,14,2,4,20,q,0,,,,
1.2773,Experiment4Metamer_ResponseGroup2.m,1,13,2,16,19,p,0,,,,
1.2708,Experiment4Metamer_ResponseGroup2.m,1,19,1,19,19,p,0,,,,
1.1749,Experiment4Metamer_ResponseGroup2.m,1,9,1,8,19,p,0,,,,
0.98749,Experiment4Metamer_ResponseGroup2.m,2,13,2,9,20,q,0,,,,
0.87909,Experiment4Metamer_ResponseGroup2.m,2,3,1,7,20,q,0,,,,
0.97092,Experiment4Metamer_ResponseGroup2.m,2,2,2,18,20,q,0,,,,
1.0492,Experiment4Metamer_ResponseGroup2.m,2,19,2,12,20,q,0,,,,
1.6046,Experiment4Metamer_ResponseGroup2.m,2,15,1,6,20,q,0,,,,
1.1489,Experiment4Metamer_ResponseGroup2.m,1,16,2,8,19,p,0,,,,
0.76708,Experiment4Metamer_ResponseGroup2.m,1,13,1,9,19,p,0,,,,
1.1881,Experiment4Metamer_ResponseGroup2.m,1,8,2,10,19,p,0,,,,
0.83756,Experiment4Metamer_ResponseGroup2.m,1,4,1,18,19,p,0,,,,
0.85051,Experiment4Metamer_ResponseGroup2.m,1,2,2,9,19,p,0,,,,
1.3228,Experiment4Metamer_ResponseGroup2.m,1,13,1,12,19,p,0,,,,
1.1236,Experiment4Metamer_ResponseGroup2.m,1,17,1,16,19,p,0,,,,
1.4949,Experiment4Metamer_ResponseGroup2.m,2,3,2,18,20,q,0,,,,
0.7947,Experiment4Metamer_ResponseGroup2.m,2,14,2,14,20,q,0,,,,
0.62877,Experiment4Metamer_ResponseGroup2.m,2,4,1,5,20,q,0,,,,
0.65875,Experiment4Metamer_ResponseGroup2.m,2,1,1,11,20,q,0,,,,
0.73098,Experiment4Metamer_ResponseGroup2.m,1,17,2,6,19,p,0,,,,
0.68245,Experiment4Metamer_ResponseGroup2.m,2,7,2,18,20,q,0,,,,
0.89642,Experiment4Metamer_ResponseGroup2.m,1,13,2,3,19,p,0,,,,
0.78244,Experiment4Metamer_ResponseGroup2.m,1,12,1,17,19,p,0,,,,
0.71144,Experiment4Metamer_ResponseGroup2.m,2,19,2,17,20,q,0,,,,
1.3598,Experiment4Metamer_ResponseGroup2.m,2,20,2,14,20,q,0,,,,
0.73551,Experiment4Metamer_ResponseGroup2.m,1,7,2,7,19,p,0,,,,
0.93131,Experiment4Metamer_ResponseGroup2.m,2,17,2,10,20,q,0,,,,
0.79981,Experiment4Metamer_ResponseGroup2.m,2,10,1,8,20,q,0,,,,
0.85921,Experiment4Metamer_ResponseGroup2.m,1,6,1,16,19,p,0,,,,
0.77326,Experiment4Metamer_ResponseGroup2.m,2,14,2,9,20,q,0,,,,
0.7778,Experiment4Metamer_ResponseGroup2.m,1,19,2,4,19,p,0,,,,
0.83511,Experiment4Metamer_ResponseGroup2.m,1,8,1,1,19,p,0,,,,
0.60263,Experiment4Metamer_ResponseGroup2.m,1,12,2,17,19,p,0,,,,
0.66718,Experiment4Metamer_ResponseGroup2.m,1,6,2,12,19,p,0,,,,
0.68624,Experiment4Metamer_ResponseGroup2.m,2,7,1,2,20,q,0,,,,
0.89408,Experiment4Metamer_ResponseGroup2.m,1,16,2,12,19,p,0,,,,
0.797,Experiment4Metamer_ResponseGroup2.m,2,17,2,17,20,q,0,,,,
0.85407,Experiment4Metamer_ResponseGroup2.m,1,4,1,5,19,p,0,,,,
0.82416,Experiment4Metamer_ResponseGroup2.m,1,18,2,16,19,p,0,,,,
0.64713,Experiment4Metamer_ResponseGroup2.m,2,20,2,17,20,q,0,,,,
0.72358,Experiment4Metamer_ResponseGroup2.m,1,10,2,2,19,p,0,,,,
0.71281,Experiment4Metamer_ResponseGroup2.m,2,11,2,7,20,q,0,,,,
0.6672,Experiment4Metamer_ResponseGroup2.m,1,10,2,18,19,p,0,,,,
0.64708,Experiment4Metamer_ResponseGroup2.m,2,15,2,9,20,q,0,,,,
0.67803,Experiment4Metamer_ResponseGroup2.m,1,12,2,3,19,p,0,,,,
0.85321,Experiment4Metamer_ResponseGroup2.m,2,9,1,1,20,q,0,,,,
1.028,Experiment4Metamer_ResponseGroup2.m,1,8,2,18,19,p,0,,,,
0.74205,Experiment4Metamer_ResponseGroup2.m,2,14,1,20,20,q,0,,,,
1.125,Experiment4Metamer_ResponseGroup2.m,1,5,2,5,19,p,0,,,,
0.81678,Experiment4Metamer_ResponseGroup2.m,1,1,1,13,19,p,0,,,,
0.78123,Experiment4Metamer_ResponseGroup2.m,2,13,1,8,20,q,0,,,,
0.93967,Experiment4Metamer_ResponseGroup2.m,2,6,1,3,20,q,0,,,,
0.70114,Experiment4Metamer_ResponseGroup2.m,2,10,1,4,20,q,0,,,,
0.90477,Experiment4Metamer_ResponseGroup2.m,2,7,2,7,20,q,0,,,,
0.75114,Experiment4Metamer_ResponseGroup2.m,1,10,1,1,19,p,0,,,,
0.72801,Experiment4Metamer_ResponseGroup2.m,2,5,1,20,20,q,0,,,,
0.64024,Experiment4Metamer_ResponseGroup2.m,2,19,1,10,20,q,0,,,,
0.89225,Experiment4Metamer_ResponseGroup2.m,1,6,1,9,19,p,0,,,,
0.75804,Experiment4Metamer_ResponseGroup2.m,2,10,1,18,20,q,0,,,,
1.2164,Experiment4Metamer_ResponseGroup2.m,2,10,2,20,20,q,0,,,,
0.84376,Experiment4Metamer_ResponseGroup2.m,2,12,1,14,20,q,0,,,,
0.56921,Experiment4Metamer_ResponseGroup2.m,2,3,1,3,20,q,0,,,,
1.1024,Experiment4Metamer_ResponseGroup2.m,1,17,1,4,19,p,0,,,,
1.1417,Experiment4Metamer_ResponseGroup2.m,1,7,1,2,19,p,0,,,,
0.71785,Experiment4Metamer_ResponseGroup2.m,2,18,2,15,20,q,0,,,,
0.59656,Experiment4Metamer_ResponseGroup2.m,2,3,1,8,20,q,0,,,,
1.0143,Experiment4Metamer_ResponseGroup2.m,2,20,1,1,20,q,0,,,,
1.0353,Experiment4Metamer_ResponseGroup2.m,2,2,2,4,20,q,0,,,,
0.68131,Experiment4Metamer_ResponseGroup2.m,1,7,2,2,19,p,0,,,,
0.75598,Experiment4Metamer_ResponseGroup2.m,1,15,2,13,19,p,0,,,,
0.4704,Experiment4Metamer_ResponseGroup2.m,2,19,2,3,20,q,0,,,,
1.0245,Experiment4Metamer_ResponseGroup2.m,1,5,1,19,19,p,0,,,,
0.68947,Experiment4Metamer_ResponseGroup2.m,2,20,1,4,20,q,0,,,,
0.65734,Experiment4Metamer_ResponseGroup2.m,2,19,2,19,20,q,0,,,,
0.66436,Experiment4Metamer_ResponseGroup2.m,2,3,2,4,20,q,0,,,,
0.83626,Experiment4Metamer_ResponseGroup2.m,1,11,2,17,19,p,0,,,,
0.88604,Experiment4Metamer_ResponseGroup2.m,1,8,1,15,19,p,0,,,,
0.78918,Experiment4Metamer_ResponseGroup2.m,1,3,1,5,19,p,0,,,,
0.75942,Experiment4Metamer_ResponseGroup2.m,2,16,2,7,20,q,0,,,,
0.73834,Experiment4Metamer_ResponseGroup2.m,1,2,2,9,19,p,0,,,,
0.86957,Experiment4Metamer_ResponseGroup2.m,1,18,2,7,19,p,0,,,,
0.56259,Experiment4Metamer_ResponseGroup2.m,2,10,1,8,20,q,0,,,,
0.65835,Experiment4Metamer_ResponseGroup2.m,1,12,2,19,19,p,0,,,,
1.0918,Experiment4Metamer_ResponseGroup2.m,1,20,1,1,19,p,0,,,,
0.57469,Experiment4Metamer_ResponseGroup2.m,2,15,2,19,20,q,0,,,,
0.75467,Experiment4Metamer_ResponseGroup2.m,2,16,1,18,20,q,0,,,,
1.1638,Experiment4Metamer_ResponseGroup2.m,1,6,2,8,19,p,0,,,,
1.5946,Experiment4Metamer_ResponseGroup2.m,1,19,2,15,19,p,0,,,,
0.75358,Experiment4Metamer_ResponseGroup2.m,2,15,2,10,20,q,0,,,,
0.91299,Experiment4Metamer_ResponseGroup2.m,1,4,1,18,19,p,0,,,,
0.75841,Experiment4Metamer_ResponseGroup2.m,1,8,2,16,19,p,0,,,,
0.61194,Experiment4Metamer_ResponseGroup2.m,1,3,1,14,19,p,0,,,,
0.82262,Experiment4Metamer_ResponseGroup2.m,1,12,2,20,19,p,0,,,,
1.0629,Experiment4Metamer_ResponseGroup2.m,1,15,2,16,19,p,0,,,,
1.2953,Experiment4Metamer_ResponseGroup2.m,1,8,2,16,19,p,0,,,,
1.5434,Experiment4Metamer_ResponseGroup2.m,2,1,2,5,20,q,0,,,,
1.0607,Experiment4Metamer_ResponseGroup2.m,1,13,1,6,19,p,0,,,,
1.01,Experiment4Metamer_ResponseGroup2.m,1,9,1,4,19,p,0,,,,
0.97519,Experiment4Metamer_ResponseGroup2.m,2,8,1,9,20,q,0,,,,
0.86039,Experiment4Metamer_ResponseGroup2.m,2,15,1,6,20,q,0,,,,
0.97578,Experiment4Metamer_ResponseGroup2.m,2,4,2,11,20,q,0,,,,
1.1986,Experiment4Metamer_ResponseGroup2.m,2,12,2,10,20,q,0,,,,
1.425,Experiment4Metamer_ResponseGroup2.m,2,2,2,3,20,q,0,,,,
0.81335,Experiment4Metamer_ResponseGroup2.m,2,9,1,20,20,q,0,,,,
0.974,Experiment4Metamer_ResponseGroup2.m,2,14,1,7,20,q,0,,,,
1.0021,Experiment4Metamer_ResponseGroup2.m,1,9,2,19,19,p,0,,,,
0.90998,Experiment4Metamer_ResponseGroup2.m,2,11,1,10,20,q,0,,,,
0.99265,Experiment4Metamer_ResponseGroup2.m,2,5,1,2,20,q,0,,,,
1.7619,Experiment4Metamer_ResponseGroup2.m,1,9,1,14,19,p,0,,,,
1.5764,Experiment4Metamer_ResponseGroup2.m,2,1,1,6,20,q,0,,,,
0.78074,Experiment4Metamer_ResponseGroup2.m,2,11,1,3,20,q,0,,,,
1.0331,Experiment4Metamer_ResponseGroup2.m,2,13,1,17,20,q,0,,,,
1.3042,Experiment4Metamer_ResponseGroup2.m,1,2,2,15,19,p,0,,,,
1.3052,Experiment4Metamer_ResponseGroup2.m,2,9,1,1,20,q,0,,,,
0.83012,Experiment4Metamer_ResponseGroup2.m,2,11,1,8,20,q,0,,,,
0.88134,Experiment4Metamer_ResponseGroup2.m,2,4,1,7,20,q,0,,,,
0.73418,Experiment4Metamer_ResponseGroup2.m,2,1,1,7,20,q,0,,,,
1.0169,Experiment4Metamer_ResponseGroup2.m,1,20,1,18,19,p,0,,,,
1.3215,Experiment4Metamer_ResponseGroup2.m,1,18,1,14,19,p,0,,,,
0.77522,Experiment4Metamer_ResponseGroup2.m,1,14,2,19,19,p,0,,,,
0.83139,Experiment4Metamer_ResponseGroup2.m,2,3,1,16,20,q,0,,,,
0.82435,Experiment4Metamer_ResponseGroup2.m,2,7,1,10,20,q,0,,,,
1.1812,Experiment4Metamer_ResponseGroup2.m,1,3,1,4,19,p,0,,,,
0.79097,Experiment4Metamer_ResponseGroup2.m,2,4,1,4,20,q,0,,,,
1.0857,Experiment4Metamer_ResponseGroup2.m,2,3,2,6,20,q,0,,,,
0.96315,Experiment4Metamer_ResponseGroup2.m,1,4,1,1,19,p,0,,,,
1.0343,Experiment4Metamer_ResponseGroup2.m,1,6,2,20,19,p,0,,,,
0.71944,Experiment4Metamer_ResponseGroup2.m,1,6,2,4,19,p,0,,,,
1.3175,Experiment4Metamer_ResponseGroup2.m,2,15,2,8,20,q,0,,,,
0.95733,Experiment4Metamer_ResponseGroup2.m,1,12,2,19,19,p,0,,,,
1.1772,Experiment4Metamer_ResponseGroup2.m,2,11,2,8,20,q,0,,,,
0.6152,Experiment4Metamer_ResponseGroup2.m,1,12,1,16,19,p,0,,,,
0.5467,Experiment4Metamer_ResponseGroup2.m,2,15,2,6,20,q,0,,,,
0.85558,Experiment4Metamer_ResponseGroup2.m,1,15,2,6,19,p,0,,,,
0.75084,Experiment4Metamer_ResponseGroup2.m,1,18,2,5,19,p,0,,,,
1.108,Experiment4Metamer_ResponseGroup2.m,2,14,1,5,20,q,0,,,,
1.3328,Experiment4Metamer_ResponseGroup2.m,1,17,1,8,19,p,0,,,,
1.2554,Experiment4Metamer_ResponseGroup2.m,1,20,1,11,19,p,0,,,,
1.2586,Experiment4Metamer_ResponseGroup2.m,1,12,1,11,19,p,0,,,,
1.1534,Experiment4Metamer_ResponseGroup2.m,1,19,2,2,19,p,0,,,,
0.68875,Experiment4Metamer_ResponseGroup2.m,1,12,1,1,19,p,0,,,,
0.69377,Experiment4Metamer_ResponseGroup2.m,2,1,2,13,20,q,0,,,,
0.96133,Experiment4Metamer_ResponseGroup2.m,1,15,2,13,19,p,0,,,,
0.81517,Experiment4Metamer_ResponseGroup2.m,2,3,2,13,20,q,0,,,,
0.8176,Experiment4Metamer_ResponseGroup2.m,2,9,2,15,20,q,0,,,,
0.59382,Experiment4Metamer_ResponseGroup2.m,1,17,2,19,19,p,0,,,,
1.0255,Experiment4Metamer_ResponseGroup2.m,1,15,2,11,19,p,0,,,,
0.78152,Experiment4Metamer_ResponseGroup2.m,2,5,2,14,20,q,0,,,,
0.94372,Experiment4Metamer_ResponseGroup2.m,1,19,1,19,19,p,0,,,,
0.71513,Experiment4Metamer_ResponseGroup2.m,2,9,1,13,20,q,0,,,,
0.70223,Experiment4Metamer_ResponseGroup2.m,2,7,1,16,20,q,0,,,,
1.3201,Experiment4Metamer_ResponseGroup2.m,2,11,2,16,20,q,0,,,,
0.65815,Experiment4Metamer_ResponseGroup2.m,1,13,1,9,19,p,0,,,,
1.2649,Experiment4Metamer_ResponseGroup2.m,1,10,2,7,19,p,0,,,,
0.81073,Experiment4Metamer_ResponseGroup2.m,1,18,1,5,19,p,0,,,,
1.6841,Experiment4Metamer_ResponseGroup2.m,2,18,2,4,20,q,0,,,,
0.90929,Experiment4Metamer_ResponseGroup2.m,1,20,1,12,19,p,0,,,,
0.79526,Experiment4Metamer_ResponseGroup2.m,2,17,1,10,20,q,0,,,,
0.61188,Experiment4Metamer_ResponseGroup2.m,1,19,2,4,19,p,0,,,,
1.0141,Experiment4Metamer_ResponseGroup2.m,2,16,1,4,20,q,0,,,,
0.90831,Experiment4Metamer_ResponseGroup2.m,1,17,1,20,19,p,0,,,,
1.0428,Experiment4Metamer_ResponseGroup2.m,1,17,2,13,19,p,0,,,,
1.0348,Experiment4Metamer_ResponseGroup2.m,2,14,2,15,20,q,0,,,,
1.8046,Experiment4Metamer_ResponseGroup2.m,2,7,2,19,20,q,0,,,,
0.93258,Experiment4Metamer_ResponseGroup2.m,1,5,2,12,19,p,0,,,,
1.3022,Experiment4Metamer_ResponseGroup2.m,2,13,1,16,20,q,0,,,,
0.7131,Experiment4Metamer_ResponseGroup2.m,2,2,2,8,20,q,0,,,,
0.78687,Experiment4Metamer_ResponseGroup2.m,2,8,1,12,20,q,0,,,,
0.74797,Experiment4Metamer_ResponseGroup2.m,2,18,1,11,20,q,0,,,,
0.78366,Experiment4Metamer_ResponseGroup2.m,2,15,1,12,20,q,0,,,,
0.89683,Experiment4Metamer_ResponseGroup2.m,2,19,2,1,20,q,0,,,,
1.2769,Experiment4Metamer_ResponseGroup2.m,2,8,1,1,20,q,0,,,,
0.9228,Experiment4Metamer_ResponseGroup2.m,1,16,2,12,19,p,0,,,,
1.0333,Experiment4Metamer_ResponseGroup2.m,2,10,2,16,20,q,0,,,,
0.66008,Experiment4Metamer_ResponseGroup2.m,1,3,2,2,19,p,0,,,,
0.55579,Experiment4Metamer_ResponseGroup2.m,2,1,2,13,20,q,0,,,,
0.83203,Experiment4Metamer_ResponseGroup2.m,1,15,1,10,19,p,0,,,,
0.59598,Experiment4Metamer_ResponseGroup2.m,2,1,2,19,20,q,0,,,,
0.60678,Experiment4Metamer_ResponseGroup2.m,2,1,1,16,20,q,0,,,,
0.67264,Experiment4Metamer_ResponseGroup2.m,1,5,1,1,19,p,0,,,,
0.54964,Experiment4Metamer_ResponseGroup2.m,2,20,1,16,20,q,0,,,,
0.58325,Experiment4Metamer_ResponseGroup2.m,1,6,2,13,19,p,0,,,,
0.61972,Experiment4Metamer_ResponseGroup2.m,2,10,1,14,20,q,0,,,,
0.82858,Experiment4Metamer_ResponseGroup2.m,2,16,1,6,20,q,0,,,,
0.79099,Experiment4Metamer_ResponseGroup2.m,2,5,1,16,20,q,0,,,,
0.57387,Experiment4Metamer_ResponseGroup2.m,1,19,2,5,19,p,0,,,,
0.81021,Experiment4Metamer_ResponseGroup2.m,2,1,2,8,20,q,0,,,,
0.76725,Experiment4Metamer_ResponseGroup2.m,1,12,2,10,19,p,0,,,,
0.6095,Experiment4Metamer_ResponseGroup2.m,2,9,2,9,20,q,0,,,,
0.76623,Experiment4Metamer_ResponseGroup2.m,2,13,2,5,20,q,0,,,,
0.0017867,Experiment4Metamer_ResponseGroup2.m,1,11,1,10,19,p,0,,,,
0.86003,Experiment4Metamer_ResponseGroup2.m,2,14,1,20,20,q,0,,,,
0.99234,Experiment4Metamer_ResponseGroup2.m,2,4,1,7,20,q,0,,,,
0.91411,Experiment4Metamer_ResponseGroup2.m,2,17,1,9,20,q,0,,,,
0.71757,Experiment4Metamer_ResponseGroup2.m,1,1,2,13,19,p,0,,,,
0.9374,Experiment4Metamer_ResponseGroup2.m,2,14,1,19,20,q,0,,,,
0.85307,Experiment4Metamer_ResponseGroup2.m,1,19,2,5,19,p,0,,,,
1.203,Experiment4Metamer_ResponseGroup2.m,1,7,1,17,19,p,0,,,,
0.82484,Experiment4Metamer_ResponseGroup2.m,2,9,2,20,20,q,0,,,,
0.76538,Experiment4Metamer_ResponseGroup2.m,1,16,2,14,19,p,0,,,,
0.81918,Experiment4Metamer_ResponseGroup2.m,2,14,1,2,20,q,0,,,,
0.71842,Experiment4Metamer_ResponseGroup2.m,1,15,2,13,19,p,0,,,,
0.87552,Experiment4Metamer_ResponseGroup2.m,2,20,1,15,20,q,0,,,,
0.63489,Experiment4Metamer_ResponseGroup2.m,1,17,1,7,19,p,0,,,,
0.58487,Experiment4Metamer_ResponseGroup2.m,1,15,2,14,19,p,0,,,,
0.75485,Experiment4Metamer_ResponseGroup2.m,1,3,1,12,19,p,0,,,,
0.90962,Experiment4Metamer_ResponseGroup2.m,1,15,1,19,19,p,0,,,,
0.78184,Experiment4Metamer_ResponseGroup2.m,1,5,1,9,19,p,0,,,,
0.65807,Experiment4Metamer_ResponseGroup2.m,2,11,2,3,20,q,0,,,,
0.74487,Experiment4Metamer_ResponseGroup2.m,2,12,1,6,20,q,0,,,,
0.79603,Experiment4Metamer_ResponseGroup2.m,1,10,1,15,19,p,0,,,,
1.5059,Experiment4Metamer_ResponseGroup2.m,1,16,1,3,19,p,0,,,,
0.62649,Experiment4Metamer_ResponseGroup2.m,2,14,1,14,20,q,0,,,,
1.3443,Experiment4Metamer_ResponseGroup2.m,2,7,2,17,20,q,0,,,,
0.59251,Experiment4Metamer_ResponseGroup2.m,1,5,2,13,19,p,0,,,,
0.724,Experiment4Metamer_ResponseGroup2.m,2,17,1,6,20,q,0,,,,
0.75715,Experiment4Metamer_ResponseGroup2.m,1,2,2,17,19,p,0,,,,
0.87337,Experiment4Metamer_ResponseGroup2.m,1,14,2,12,19,p,0,,,,
1.1088,Experiment4Metamer_ResponseGroup2.m,2,3,2,2,20,q,0,,,,
0.76029,Experiment4Metamer_ResponseGroup2.m,1,19,2,1,19,p,0,,,,
1.3344,Experiment4Metamer_ResponseGroup2.m,1,18,1,17,19,p,0,,,,
1.0207,Experiment4Metamer_ResponseGroup2.m,1,6,1,16,19,p,0,,,,
1.2882,Experiment4Metamer_ResponseGroup2.m,1,19,2,7,19,p,0,,,,
0.82651,Experiment4Metamer_ResponseGroup2.m,1,15,1,12,19,p,0,,,,
0.88682,Experiment4Metamer_ResponseGroup2.m,1,11,2,2,19,p,0,,,,
0.89092,Experiment4Metamer_ResponseGroup2.m,2,7,1,18,20,q,0,,,,
0.78372,Experiment4Metamer_ResponseGroup2.m,1,16,2,15,19,p,0,,,,
0.88208,Experiment4Metamer_ResponseGroup2.m,2,14,1,15,20,q,0,,,,
1.0402,Experiment4Metamer_ResponseGroup2.m,2,13,1,8,20,q,0,,,,
0.68514,Experiment4Metamer_ResponseGroup2.m,2,6,2,20,20,q,0,,,,
0.83385,Experiment4Metamer_ResponseGroup2.m,2,2,2,9,20,q,0,,,,
1.2253,Experiment4Metamer_ResponseGroup2.m,2,12,2,12,20,q,0,,,,
0.89617,Experiment4Metamer_ResponseGroup2.m,2,11,2,6,20,q,0,,,,
1.4203,Experiment4Metamer_ResponseGroup2.m,1,3,1,6,19,p,0,,,,
0.77197,Experiment4Metamer_ResponseGroup2.m,2,16,1,19,20,q,0,,,,
0.61822,Experiment4Metamer_ResponseGroup2.m,2,19,2,20,20,q,0,,,,
0.63663,Experiment4Metamer_ResponseGroup2.m,1,5,1,9,19,p,0,,,,
0.63323,Experiment4Metamer_ResponseGroup2.m,1,20,2,17,19,p,0,,,,
0.67046,Experiment4Metamer_ResponseGroup2.m,1,5,1,2,19,p,0,,,,
1.2761,Experiment4Metamer_ResponseGroup2.m,2,18,2,14,20,q,0,,,,
0.67282,Experiment4Metamer_ResponseGroup2.m,1,2,1,6,19,p,0,,,,
0.80979,Experiment4Metamer_ResponseGroup2.m,1,14,2,19,19,p,0,,,,
1.3651,Experiment4Metamer_ResponseGroup2.m,1,6,1,13,19,p,0,,,,
0.90369,Experiment4Metamer_ResponseGroup2.m,1,5,2,14,19,p,0,,,,
